original_contract_address,gas_original,gas_reexecute,deploy_time,total_number_re_execution,success_re_execution,re_execution_time,function_count,source_code_length,patch_time,bytecode_size,increased_bytecode_size,re_execution_time_original,re_execution_time_patched,total_gas_original,total_gas_re_execute
0x0c090cdb94d023a5c21c50449da2f257aafafd6a,60198,77240,1115,4,4,138,17,156,0.4835128784,2866,140,0,0,0,0
0x0eaf9267754830d5e51f2c55a9988e4d96873d6d,47216,63280,1116,17,17,883,17,367,0.6999969482,2928,239,0,0,0,0
0x01bfedcFe9626fB090F86cB326bd81FFbfDCc5D1,78108,85918,1116,7,7,204,17,361,0.7746219635,6456,239,0,0,0,0
0x0e2537a82b18a12514ec1073806dafc66f9ade85,48753,57262,1120,1,1,152,14,142,0.3046989441,2445,132,0,0,0,0
0x1a354b703c414098fdfa19bfb1023c8fddf44aee,153112,186219,1125,2,2,201,9,67,0.2076625824,990,74,0,0,0,0
0x03e046CF6d8A91B2693cF98e72Dbc49Ab45DB205,161880,197027,1133,4,4,31,1,46,0.1202707291,155,36,0,0,0,0
0x018a871f4403ecd7be46819789551aaba1331af0,51891,73985,1143,24,24,2777,17,368,1.140594482,6522,193,0,0,0,0
0x1a4cd7c4f6ecd5ee2ebc1b50b73a968bb0039ba3,51188,65607,1148,5,5,441,14,95,0.1811981201,2529,102,0,0,0,0
0x012ce7b6bf17f19bcd59644b0c4a45a201b8791d,741186,833456,1149,9,9,515,15,350,0.5841255188,2654,208,0,0,0,0
0x0a8c1e605713ab7c53e2b8caa205ed93a025cdd1,406846,469073,1150,4,2,1785,18,369,0.7038116455,4252,221,0,0,0,0
0x0f0877c2b6fbf9212b7741823f813e22ee0e8b02,143816,179512,1156,8,8,3261,20,382,0.819683075,4453,214,0,0,0,0
0x0a00cec8d16416f867890377cefa2cd4c0e58a5d,58291,66678,1160,28,27,1950,20,384,0.8239746094,4441,214,0,0,0,0
0x1b822b46f24a370987f90e331753a123039447b2,49437,55870,1165,4,4,521,14,142,0.2708435059,2523,102,0,0,0,0
0x0d0ffa077af9042a7403ad4015dae69c45b1c260,127120,154174,1166,142,142,3363,14,144,0.3776550293,2428,112,0,0,0,0
0x4c17c61ce6edd113346d993aed193dda7ae57b9e,227358,256949,1171,12,12,90,41,697,0.1983735561,6887,545,0,0,0,0
0x0aE00B38E2947fC73b6b836C79ef698435B60920,89762,98738,1177,29,28,12534,62,60,0.114440918,10059,552,0,0,0,0
0x0bd5f7290eae951a13b935b4e7702dd05d50b813,625113,688312,1184,1,1,290,43,72,0.1544952393,12691,584,0,0,0,0
0x0a987f5008fcbb0b3e36c03ce4f3abc5a77be505,46458,51733,1184,5,5,2929,17,367,1.137495041,4287,200,0,0,0,0
0x0c5101160c5abd919c98476186f35425ef148c89,362903,408710,1187,5,5,206,17,394,1.221179962,2883,140,0,0,0,0
0x0fa9698b2b951a0c2e4d866454184fa68bfa4fe6,272001,300533,1190,10,10,3724,17,371,1.061439514,4235,179,0,0,0,0
0x0a84639fd0689Af4Fa09F084904424Fc505D2c27,2583703,2842073,1194,12,10,1759,20,388,0.7400512695,4422,302,0,0,0,0
0x0a281cd24b45be287d707c76d3efbdd63ea1d872,44438,52022,1195,1,1,1069,21,402,0.8625984192,4595,240,0,0,0,0
0x0f5e7d6ab4d612046aad02b8f3fef3947383136b,79230,92899,1203,21,21,482,18,378,0.8111000061,6524,262,0,0,0,0
0x0a7862DccbBb6Cd60042217F7dF1Be4F75441fb5,69865,88273,1207,95,93,3991,20,387,0.7381439209,6949,256,0,0,0,0
0x0a1041470ca27ecf5e0de982d578a33ad523cd42,46721,72449,1214,6,6,923,20,379,0.8132457733,6890,312,0,0,0,0
0x0d694388abee2ef082cdd0ad87f0975de0f16df5,45876,51862,1219,230,230,3227,20,387,0.7381439209,4561,275,0,0,0,0
0x0a872ee8522742d443f9fb0a6c807b35e48dfc28,300011,331200,1227,22,22,577,21,403,0.768661499,6881,322,0,0,0,0
0x0ded79d9ff5707fcdab29740456b8314cf7a4c73,128450,141295,1229,11,11,2426,20,385,0.7343292236,7017,248,0,0,0,0
0x0c9A0F09aAe499F0E765C1DD665b84951c642F66,72078,83534,1236,1,1,1223,3,39,0.07438659668,867,42,0,0,0,0
0x0ffd990bd3dafd9cd80be1b4b0e20046bc6bdb99,47216,68933,1236,118,118,4213,17,370,0.7939338684,6474,239,0,0,0,0
0x0eb01511052ea5fa095c10896c51ab8eef7d6811,46822,62250,1237,9,9,386,17,360,0.6008148193,6459,193,0,0,0,0
0x0a497d3619868163e9cc8402cdd67932a6091440,98363,113749,1238,32,32,2809,18,115,0.2467632294,2069,88,0,0,0,0
0x3ee9767ee0c654209d52b2e78b0a231216d8b764,72075,80812,1246,3,3,19,14,473,1.466035843,6447,152,0,0,0,0
0x0dd7d6fb739240828a8667f7479a2c5a33150e03,81150,98543,1254,109,109,4207,17,367,0.6999969482,6432,193,0,0,0,0
0x0e14785f02656c495f51bcd889538f4f57373ca0,90192,90192,1256,101,101,5717,17,376,0.8068084717,6617,242,0,0,0,0
0x4e9f54163bb5dbd62d94bfdf10347c7313d74805,43349,43349,1257,2,2,20,22,307,0.06119060516,2430,202,0,0,0,0
0x0b25614129904b5d75d69aa9de838e81c499dc61,39539,39539,1265,5,5,221,20,377,0.6291866302,6972,312,0,0,0,0
0x1a66ed9d12dc5b680cc036c3576f4f953d35bc4e,87265,87265,1267,31,31,1568,17,370,0.7939338684,4296,221,0,0,0,0
0x017413445e227106fd198cb64547c615f4f13522,61029,69226,1271,67,67,3634,17,364,1.041412354,4289,179,0,0,0,0
0x1a39a1b0efd2dbba31256c4fc5a98b22bffe0494,41096,61678,1273,16,16,376,16,162,0.5021095276,2570,131,0,0,0,0
0x1b1c374b04889812531dc55e81a153fc2b79af0f,32522,32522,1275,10,10,502,14,142,0.2708435059,2516,132,0,0,0,0
0x0b350551cd73415dc4a319be2ae17f380772c22d,429393,448112,1277,3,3,116,26,418,0.7972717285,2656,347,0,0,0,0
0x0ab8A4A3DDB607b3cba4306aE03c1eA1C87eF44f,245406,245406,1281,7,7,1510,20,318,0.985622406,4209,182,0,0,0,0
0x0153bf940229745680f883364366eac3c6330a38,49896,49896,1283,14,14,3196,17,373,0.80037117,4010,242,0,0,0,0
0x0a9bad70c9cca77156e5d99098b9096f6a8d9098,78438,98429,1291,30,29,2430,19,264,0.5664825439,2641,95,0,0,0,0
0x1a906499f9d4f3abdf682ae716027285e6cd8d3a,47216,48216,1293,85,85,3724,17,381,0.8175373077,6468,216,0,0,0,0
0x1bf0ad6a54cc6ef4589421d4533375eb69099e41,160223,160223,1310,2,2,175,17,400,0.1064014435,6476,193,0,0,0,0
0x1a90dbaf9ab5c03b9d8d64858e6fa9121eb54315,258102,267339,1310,25,25,4147,18,419,0.6992816925,4411,216,0,0,0,0
0x0afe17e10c60d448aa4ecb4f71183b57c18dc7de,93893,93893,1320,13,11,2324,16,351,0.7531642914,5649,222,0,0,0,0
0x029b6b3dcc9424b936e8744adaec5f8937a474c8,47592,47592,1335,15,15,88,1,39,0.1108784676,480,37,0,0,0,0
0x1a9454dceaeb61492ca217c67a43ec8bd2b5aa5f,71730,71730,1335,7,7,576,21,396,0.8497238159,6880,264,0,0,0,0
0x0AF2497C0d2176d03Bc30a43a3eFCAfD049ED44e,212338,249979,1348,111,111,3368,18,27,0.08368492126,7028,252,0,0,0,0
0x0f510787ccd3d923f4b35540b25bc8cc3c0369a1,439447,498468,1351,18,18,2888,19,368,1.140594482,4378,165,0,0,0,0
0x0aCfad49BAd527b313c5457df7A42aC42f254d61,195719,227926,1353,7,6,1679,16,364,0.6942749023,6263,167,0,0,0,0
0x1b73de2a40009bec77015cac1c75f7e77674f45e,119072,149790,1358,19,19,3851,17,373,0.71144104,4290,221,0,0,0,0
0x0a0a81cb2e91cd69f852354d7ed99d51c50cb3fa,47216,64215,1366,41,41,3362,17,364,0.7810592651,4282,221,0,0,0,0
0x1bf0ad6a54cc6ef4589421d4533375eb69099e41,173096,199468,1368,2,2,94,17,400,1.525878906,6476,262,0,0,0,0
0x1bb4028085ecb39e3a5978455230d56944f941d0,42988,65423,1390,22,22,3431,17,366,0.7853507996,4236,179,0,0,0,0
0x0e24e1402ae32fbbb3c6d04ea219065a3559b143,135657,158925,1399,11,11,303,18,439,0.941991806,4281,252,0,0,0,0
0x0ae4a3a04821cd69675431987a89c75aede62e1d,46226,76207,1403,38,38,3745,21,409,0.8776187897,4518,292,0,0,0,0
0x0d5c5b9d6339a7483f5f11858f36dfa88286b68e,44236,74441,1405,44,44,481,17,375,1.162290573,6458,193,0,0,0,0
0x0fae9e2d425b0dbae80e17195c74e714d1f0c3cd,181296,202952,1406,18,18,480,17,369,0.7038116455,4235,221,0,0,0,0
0x0b9c10b43025719022fb7c1493ca3f4ec9f0e10f,67947,80271,1410,21,21,3122,12,324,0.6952285767,5291,158,0,0,0,0
0x0ab7d67E6089bFEdFE4b8f4457a6B1c516D170cA,122891,160594,1422,212,211,6342,21,405,0.7724761963,4525,292,0,0,0,0
0x0d5724eaa42120c747176579b65ec07986b70003,39797,46413,1423,36,36,2906,20,405,0.7724761963,4466,200,0,0,0,0
0x0dd8b044594c471c5807f108b65c0777e4dbd433,45382,51968,1433,5,5,224,17,364,1.041412354,3901,192,0,0,0,0
0x1a29ac953931b523f80a2d2c16b2275e64d66802,48458,53505,1458,13,13,423,20,379,0.8132457733,6955,284,0,0,0,0
0x0ad6b595a6ccf4342aacbb58eb52fff98aceb0f6,46467,75957,1468,45,45,1209,17,391,0.652551651,4309,221,0,0,0,0
0x0ec2e8fecc66a51085d9cbc28c9e485fd34f1322,56041,82208,1473,13,13,179,9,118,0.253200531,1636,88,0,0,0,0
0x0c68f7ecac29d06f958590526526d1dd52a2fc26,46581,51239,1483,25,25,1422,17,393,0.8432865143,4275,200,0,0,0,0
0x0cd3c3463de7ea27427a7235d5c85887c667c7c1,263058,307549,1483,1,1,123,17,360,1.029968262,4284,200,0,0,0,0
0x01f040522016bcff0a346160eceb5448358263e6,73429,105405,1483,13,13,2451,19,405,1.255273819,4363,252,0,0,0,0
0x0A90Dc557954B1aAa2893a1c3A000AFC6c2c4E86,128252,165030,1486,141,139,6802,17,403,0.8647441864,4253,242,0,0,0,0
0x0a4010003f55b9c9b6ad530eea8ddda85657692d,140274,169309,1494,34,33,1988,20,391,0.3728866577,6652,224,0,0,0,0
0x1bfad61b43898f59026cb8f35bb80a572ae7046e,47216,51937,1502,30,30,4121,17,380,0.7247924805,4240,252,0,0,0,0
0x0c95752d7683ea332f1ad774fee3f585bc476b5d,90086,108218,1509,1,1,150,18,369,0.7917881012,6548,216,0,0,0,0
0x0c8ff81048d88161d8ae6e8ff3c6a6ec3926b8c0,219234,251147,1519,2,2,876,31,62,0.1182556152,5816,165,0,0,0,0
0x0a5502324ea1f428e3aa582bb5c5396b97cb5124,190541,211758,1528,16,15,3255,22,402,0.8625984192,4378,272,0,0,0,0
0x0CA7BAAD427995403130B8B585bBe476dB44E96E,83452,99681,1528,21,21,5433,17,366,1.396179199,4516,216,0,0,0,0
0x0be98a4e7837cf74453b8a869791cabeb0296a54,49922,77326,1530,77,77,4237,20,387,0.7381439209,6894,256,0,0,0,0
0x0eb78a591e1251ee36a731821bdcea079726887b,30701,33771,1535,194,194,2880,25,242,0.5192756653,7104,248,0,0,0,0
0x1aa893271f6d8503193f4ead58302da0e18bbdbd,75954,101078,1548,1,1,7,22,309,0.6630420685,5150,362,0,0,0,0
0x0a09ed8f5dc24fa523c500f85dacbb5d45c5a65a,73375,101330,1566,92,91,3093,18,377,0.7190704346,4288,252,0,0,0,0
0x0af76e3b3ce2e49b15e6a499ca1ff14a30898570,113621,113621,1583,101,100,2512,20,378,0.7209777832,4294,252,0,0,0,0
0x1b18f06b18aa2f46971d7ac729cd784a8a16dd10,86953,104327,1589,41,41,3963,22,345,0.7402896881,4625,242,0,0,0,0
0x0ca9766ac41d00669793505667a8f00c6630039c,68333,89029,1591,74,74,4646,17,370,0.4410743713,4803,239,0,0,0,0
0x0c9ef4d58b12041779b8d2165f42a00cb362db81,21417,33341,1595,125,125,4683,17,374,1.070022583,4228,179,0,0,0,0
0x0c47f8017b0d18244693c497d05aa1bc0913ffbd,46581,69188,1600,2,2,30,31,320,0.6103515625,3351,221,0,0,0,0
0x0ce1e8e85e60dd3baefabd9c05ee7ce383bb2ede,47011,66145,1600,3,3,145,17,364,0.7810592651,4216,221,0,0,0,0
0x0e7463d49f9f97ee681b10c2e44294c93c9fed79,48288,61923,1615,31,31,721,26,218,0.4677772522,2964,144,0,0,0,0
0x1b53f3745d3f3163a681f68b43df9659747bd438,83582,102712,1615,56,56,2025,17,368,0.7019042969,2985,242,0,0,0,0
0x0a9fdf1f8ee8c56c2fe23919b8f26d0d45f3883b,114910,139130,1619,78,74,2778,22,330,0.7081031799,6656,158,0,0,0,0
0x0A9927d8FBE959886F47d78BC39F750B21529ff3,88256,116385,1633,37,25,2465,22,324,0.6952285767,3686,167,0,0,0,0
0x1ba0fee3ffb540d6c85b30db96e24dbd048243b5,247069,285985,1639,72,72,4435,17,365,0.7832050323,4302,200,0,0,0,0
0x0bb167ac565f3df264bd3782095168f72a350c9a,156087,172297,1653,14,14,3453,17,365,0.696182251,6438,193,0,0,0,0
0x1be128a1b38208d58ef214eba10144e5b0a8a4cc,148051,175144,1658,25,25,3829,17,365,0.7832050323,6625,179,0,0,0,0
0x0f03a5c068162ec0ef0c3152572d401e7705b47b,46554,64147,1665,25,25,2364,30,603,1.293897629,5171,402,0,0,0,0
0x1be5f9b5d90cea55ab89354392df0fdfafd648ed,46457,70444,1674,34,34,565,13,354,0.759601593,2885,162,0,0,0,0
0x0b92152ffe0caa9b70b0bc079a435ffac1b41fdf,60837,70331,1680,6,6,249,9,118,0.253200531,1640,88,0,0,0,0
0x0Cf35362529f375b0ab4f40d6601E4b0Cec8958a,46838,62507,1683,8,8,1125,19,368,0.789642334,6618,242,0,0,0,0
0x0e962EC2ec9C22281f88738A943804586CAbb0d5,155966,182235,1700,16,16,985,23,349,0.748872757,6807,203,0,0,0,0
0x0ace3734ef876533fbc4d2ed8bee34bc38a65344,36049,41297,1713,25,24,2048,21,1,0.002145767212,4219,144,0,0,0,0
0x1b710ac8b1f4ec0c2e2af752faa78d4ef3f3e819,89777,99021,1734,2,2,112,23,338,0.5640983582,4387,221,0,0,0,0
0x0aa5be4a5cdb93b1aeea5649c7be9fe809ffb57b,208563,254119,1744,63,62,2916,18,397,0.8518695831,4287,208,0,0,0,0
0x0A61bE8D525D3B51042309aa6AA6f279BB32F384,47210,59860,1745,17,16,1743,23,320,0.9918212891,6646,212,0,0,0,0
0x0caa448bb0a21e6bd7db478ae78026f7eda92342,74184,95700,1746,2,2,248,18,403,1.249074936,6525,272,0,0,0,0
0x0A31DcF5a7d363848A5Ac81783D4882dF5C0F24C,172592,200686,1753,95,93,2590,22,26,0.08058547974,4323,151,0,0,0,0
0x0ca4f5a750056c7f53d0a8b818bf5c0276568323,41989,66250,1753,23,23,3787,18,370,0.7939338684,6539,272,0,0,0,0
0x0c36e6f8cb93faa2ccc210bbae33cbd242436a4c,46405,46405,1758,7,7,411,21,310,0.6651878357,6421,202,0,0,0,0
0x0baecadfa058d34751b9fd1a7e9dd7490ef3e3f5,459377,459377,1760,7,7,231,22,326,0.6217956543,6645,203,0,0,0,0
0x1a3bc87c21fe3dd0fd9f8ec5194337e2d19b7b61,187395,187395,1789,7,7,3687,17,364,0.7810592651,4274,221,0,0,0,0
0x010109a6492399703884e1e1b7d630ad049852b6,88219,112997,1797,18,18,1963,26,585,1.11579895,4300,296,0,0,0,0
0x0aB71043B0d2e251E85d46F9F85Ec4Eff2A69a1B,36049,50837,1813,65,65,2307,23,26,0.08058547974,4408,176,0,0,0,0
0x1b710ac8b1f4ec0c2e2af752faa78d4ef3f3e819,274587,311562,1842,2,2,109,23,338,0.1337347031,6775,242,0,0,0,0
0x0dbce1083e55d34a7763558e5eedef04e4d93d85,140507,154702,1855,12,12,2629,33,625,1.341104507,4420,312,0,0,0,0
0x017a5d8d82afaa22bc29d75013d6ff3656e90851,42955,64815,1861,36,36,13901,16,303,0.5779266357,2877,224,0,0,0,0
0x1b606ad9f504ef717feae6e1d43cc13b44798f1e,39757,50706,1869,3,3,135,20,291,0.8325576782,4100,152,0,0,0,0
0x1abcce8e5247b9e75db770170e876e9f819f6f10,299413,336808,1872,5,5,258,20,291,0.6244182587,4105,182,0,0,0,0
0x0AD3d95A13bF03b2915595A449e5aE8dcaaEbC55,142539,166703,1888,10,10,1552,30,596,1.136779785,4225,365,0,0,0,0
0x0a9e4509e2B7e31ec447A637c361b0F297586E0F,139810,176551,1894,28,27,1678,22,26,0.04959106445,4349,168,0,0,0,0
0x0A07a05064a67046C60a8f5E03831434fdf9eC29,593284,669095,1894,30,29,1707,23,353,0.7574558258,4511,203,0,0,0,0
0x0a6bd85bf76a4443c0d1d61c6f85c7c5008473df,105644,120634,1905,5,4,1604,21,304,0.5798339844,4201,192,0,0,0,0
0x0a96b4ef42915198f840eda5b2db1838a460d5ff,77427,107064,1909,42,42,3247,30,603,1.725196838,5171,328,0,0,0,0
0x0aafAb6B1FB32a8546f485E19033ece522d1D3cC,46434,63991,1923,89,89,2542,22,346,0.7424354553,5225,212,0,0,0,0
0x0A79Cd2205c70b7cB74389f5F988C49111133849,257130,306080,1951,11,11,233,9,114,0.1902580261,1605,88,0,0,0,0
0x0A0d6B0f2a92AbFF27c6fA744eb235559253a5ed,76186,92036,2002,13,12,1744,23,344,0.7381439209,4498,165,0,0,0,0
0x0a3d611726e0446b00d631bad21b93c65f701b4d,62202,71279,2007,63,63,2658,26,588,1.261711121,4552,263,0,0,0,0
0x0a201fcdccb0675ee452b33ff19f05eefd7e61be,366354,402989,2035,199,199,5248,23,451,0.9677410126,7662,412,0,0,0,0
0x4d31f5a4ea035872d11efb4ff2d6ed9bb3a58e81,56052,82740,2055,1,1,4,30,667,1.272201538,6637,528,0,0,0,0
0x1a323dadcd23bfd9e00112dcae7798f5c0a45f9d,47245,64375,2071,330,330,6617,22,431,0.8220672607,7160,272,0,0,0,0
0x0df7b0ee35b47c62d7384bb98cc0d4d4bc5b827d,226009,260376,2144,4,4,197,21,779,2.228736877,5049,132,0,0,0,0
0x1a16fa1a39029be3e25f87a844ce89af84cd75da,40049,46543,2158,14,14,1652,30,608,1.739501953,5191,365,0,0,0,0
0x0ec4883b53AD1009639275698D540D334ca78E46,39215,50835,2163,2,2,111,1,29,0.08988380432,5385,33,0,0,0,0
0x0Abd6FB1E42D0fD7858024aBA69Adc55bdF480C9,242077,290328,2175,3,3,249,22,335,0.878572464,6691,176,0,0,0,0
0x0A6f21c7f0Dd035CCb12a8AB1220eb8A21acF61B,49981,58354,2181,14,13,1843,23,341,1.300811768,4502,184,0,0,0,0
0x0a96aB4eF283e98DB7072Df26C7d62854e46bBCF,46581,60655,2237,996,996,9151,37,922,1.978397369,7786,151,0,0,0,0
0x0fe9a846f39877579822423ff4c01a444c3b839f,42710,49110,2270,3,3,209,23,424,0.9098052979,4843,352,0,0,0,0
0x0F19Fb58dAa202Ed86a1E63a8dfF4bCBc9c289D0,48310,58436,2294,9,9,303,24,253,0.5428791046,2994,222,0,0,0,0
0x0daee53b657ac7e074b052fb677bf615c4153715,492881,552553,2340,4,4,416,30,607,1.15776062,7886,277,0,0,0,0
0x0da345d956c4d2eaf20563e8e3e4874ee6661dd9,33609,39361,2359,6,6,2052,32,536,1.405715942,8708,152,0,0,0,0
0x0121f401aed32ab128d3c3f9acf0013e5899388e,49046,76086,2370,3,3,95,18,893,1.703262329,2235,88,0,0,0,0
0x03af37073258b08ffff303e9e07e8a0b7bfc4fd9,21040,23144,2382,701,701,3251,22,1990,0.6316862106,2412,422,0,0,0,0
0x0ce85362ae501ead6cccd2c8b43239ee9aad38ca,65676,96554,2407,1,1,13,17,361,1.032829285,7465,42,0,0,0,0
0x01205e91076effe442691525f57943e4eab67906,45666,71686,2419,17,17,439,24,906,1.944065094,4773,149,0,0,0,0
0x01895Ee1962A2b9617aE7E8E0234EbD306Ea441B,46305,55491,2427,27,27,668,24,902,1.935482025,2970,136,0,0,0,0
0x1ba4e522614718d883c0c7de55b0a2a864199098,44342,68954,2459,6,6,452,22,334,1.03521347,6655,158,0,0,0,0
0x0e0a4fce0eb6fa88f00341bb81b92db980220593,41270,48471,2506,70,70,705,22,285,0.6115436554,2893,152,0,0,0,0
0x0f76625779d6d14c6c7d6321b0985ecefbd56be3,39361,51096,2512,4,4,175,52,1229,2.34413147,7954,389,0,0,0,0
0x0ee20cc5f15a0c9e586a4358ced695b7c96a172f,67248,81282,2513,9,9,359,30,510,1.094341278,7771,214,0,0,0,0
0x0a564afd959e78433d183B35456eFdF6a5bE2600,43203,56198,2529,3,3,1038,1,29,0.06222724915,408,35,0,0,0,0
0x1acc2d1911347d49441bd85d7f9ee55e5d6057b8,46603,54921,2563,12,12,379,16,213,7.261991501,1782,95,0,0,0,0
0x0Eb299010A4c2E438B8a8A839d1BCbDc7569dd11,133500,149847,2592,11,11,245,24,895,1.707077026,2911,132,0,0,0,0
0x0ab6ce6a3a2cc0e3eee3f1d7c31ee237738674de,41722,63888,2605,4,4,2705,55,1257,2.697229385,10018,622,0,0,0,0
0x1a2480e1765b83c39220e493d874e43692f497c3,49427,68970,2620,5,5,207,16,213,0.4062652588,1798,122,0,0,0,0
0x1Bbd798E3F8afFEa2ae5347e703389f8019d5EEe,38199,52327,2632,65,65,1227,23,332,1.029014587,5942,172,0,0,0,0
0x0d39d4d242a0267a4d57a170a7b6101900144f61,46515,62668,2654,2,2,128,23,632,1.958847046,6078,144,0,0,0,0
0x0ded97cd60f248e0948675c3955dbcc8058ae06b,46435,74458,2684,12,12,1089,52,1227,2.340316772,7944,500,0,0,0,0
0x0fd9fc784443ed422aca6565cb29cd47632e25c9,46073,62019,2684,9,9,358,55,1243,2.667188644,8163,500,0,0,0,0
0x0Abefda4aA9682CEFc2d06A87167b6aAD075ad7f,37612,41800,2694,47,47,602,20,291,0.6244182587,5408,128,0,0,0,0
0x0B586dE9b83De78AfA2eb7035166DF6bFA2D7c8e,47620,61198,2741,4,4,141,23,795,2.464056015,3245,116,0,0,0,0
0x0eeb64D37E74651F30BD66933986Bb9a7D00359e,36165,45318,2743,336,336,3836,22,347,0.6618499756,5123,158,0,0,0,0
0x0Ff9f97934fe5095ecA32660de5cA19966474D91,47126,52383,2758,6,6,255,20,54,0.1029968262,2332,88,0,0,0,0
0x0e1af7866e0741b1777143a68e028f93c49571cc,60133,69711,2761,15,15,355,24,549,1.701593399,6387,272,0,0,0,0
0x1A92AFF5565235F590640A4e19D6677345DF9f9b,45120,64554,2785,20,20,2650,1,29,0.06222724915,402,36,0,0,0,0
0x0e437abf45cc93fa2e58658a8db63ec293820832,44776,59370,2785,23,23,307,55,1242,2.072811127,538,396,0,0,0,0
0x0ff6ce107ff42a792300ec0529bb679e34e15276,50667,56075,2788,50,50,597,31,596,1.278877258,5110,304,0,0,0,0
0x0ab7bea82222e287c3a006f3125158db013e9f2e,48748,66690,2789,50,50,1092,35,796,1.708030701,7711,165,0,0,0,0
0x0d7f6e0faa1efccd47c8796c23ac38b0674849ea,46515,77368,2791,10,10,561,25,827,1.577377319,5896,130,0,0,0,0
0x0E2769564D7038B65C6D3d123DDe1733ee38681D,46339,71157,2805,46,46,930,22,339,0.6465911865,6733,212,0,0,0,0
0x0d3b8cdd9748a1f6fa67a0ca89111de92901e29a,40352,66991,2823,36,36,1727,45,1667,3.179550171,10702,417,0,0,0,0
0x0b2fb51f4713f08ab72173bc83ab3bba71b537cd,33852,45381,2830,10,10,730,29,528,1.636505127,3394,152,0,0,0,0
0x0181dFB43c00F40631327597b08C3285a0715e03,46429,66242,2830,6,6,128,46,1164,2.497673035,6718,456,0,0,0,0
0x0f47802a6E40faf90C6334c3856618fc09d2321f,39476,58171,2838,35,35,710,36,587,1.119613647,8026,392,0,0,0,0
0x0e4a3dd77b5813ef06aa755500f6b159f25f8ada,48308,62100,2839,4,4,109,30,583,1.250982285,7528,288,0,0,0,0
0x0f42946c31d505018227f32d95064e610a008819,57616,78706,2844,79,79,1660,46,26,0.04959106445,6081,257,0,0,0,0
0x0CE9C879DE796ea09099a97B4bF91E183f320593,54093,73771,2844,21,21,923,20,860,1.845359802,6122,104,0,0,0,0
0x0e871b730dfc8d86d76d9186fe0b4e369aafa335,46252,70244,2848,317,317,10263,31,595,1.276731491,8157,382,0,0,0,0
0x0bb95c0b37263fa4a869d6e270cfce1f873add3e,41462,53665,2851,29,29,382,20,268,0.5111694336,4422,112,0,0,0,0
0x0f3Dd7B44Cc781ffBD4Ad5bb18EB5F8bDf30009C,45432,61285,2861,10,10,175,30,586,1.117706299,4776,256,0,0,0,0
0x0A3FE17BFC4F6b5436fe7F3cc925d887a4929066,44852,54488,2864,80,80,1416,30,757,1.624345779,3904,158,0,0,0,0
0x0fa7CF8B94553fd8F20BD5b42fc4e472D7c5ae43,47217,76935,2866,38,38,584,30,584,1.810073853,4779,288,0,0,0,0
0x0eEfE108B1b6B35B6551fDea0e3AD2149473b2A8,46592,51845,2870,333,333,4120,30,588,1.682281494,4766,320,0,0,0,0
0x1a3e20e6f13d45063878bd6ef11c2892791635a0,42356,65436,2872,2,2,130,25,911,1.737594604,4886,128,0,0,0,0
0x0e6a27159f1e19363acf2829cb238edd4375d70e,44160,57157,2873,5,5,131,29,348,0.6637573242,4172,208,0,0,0,0
0x0f189b843329869979eb742b3db3830b2d3eb3db,45490,57175,2880,26,26,512,30,582,1.110076904,4777,320,0,0,0,0
0x0dE1D5a05637B36c2370B063396819dD9C5a6470,44149,63921,2890,214,214,2921,47,26,0.0433921814,6147,207,0,0,0,0
0x0ee900e12e2b6a2036e793a1a76c1c2dfd4e9f8b,51418,70747,2893,8,8,319,49,1216,23.63464355,7625,512,0,0,0,0
0x0cdf53be249f3676d4f402a098c462cb84a4681a,47255,53459,2896,54,54,3214,20,395,0.8475780487,7766,221,0,0,0,0
0x0f9690af9667c077ffd2ad2cb493b056456f2d06,72443,89753,2897,8,8,305,30,1164,2.497673035,7541,256,0,0,0,0
0x1a84337e0210c4ee1c0d77858dfa3d1ab24054e5,44178,53616,2899,11,11,2684,20,375,1.162290573,4201,257,0,0,0,0
0x0FF4962f2432c7866a9c94a3fec2451d25d98A27,612280,676661,2904,17,17,197,30,594,1.274585724,4801,329,0,0,0,0
0x0a6dcaa504380442ee074e8f0db0cdb769ff89ea,40411,52798,2905,5,5,2595,30,402,0.6709098816,10848,438,0,0,0,0
0x1b68587145e528f4054cf2598334fcf1af0acc1d,44715,51367,2907,3,3,194,52,1227,0.3266792297,7941,552,0,0,0,0
0x01ee49ed18c1b48e9606f18fac55a9f96e605bba,44931,58662,2915,22,22,346,24,1,0.02217292786,3366,152,0,0,0,0
0x0f65C4C5DBA33427352546D338EBE2559e0AdAa8,29067,31973,2917,17,17,270,29,581,1.24669075,3438,311,0,0,0,0
0x0Bce4039521e8A47FC5B589F2A93f4c6349472B3,40672,55758,2918,1,1,16,49,1,0.002145767212,10765,304,0,0,0,0
0x0e3ad94e9035f753d72b8083e3f6d60bc4dd3789,46117,52550,2922,3,3,142,29,588,0.9813308716,4532,288,0,0,0,0
0x0E14E8308E746F359fCdD74d66Ac861492E746b1,46856,71303,2931,6,6,265,24,312,0.6694793701,4101,192,0,0,0,0
0x0f2c9DbF98817697cE46329Ddccd9738Bda0F147,43979,60909,2952,227,227,2954,30,584,1.113891602,4768,288,0,0,0,0
0x0f93f9f43eb7b44a6449a1419a17c1d5039e06e8,40411,44788,2953,48,48,593,25,1128,2.151489258,3421,185,0,0,0,0
